name,age,preferences,movie,genre,director,rating
Jose,45,"fantasy, comedy",Shrek,animation,Andrew Adamson,1
Jose,45,"fantasy, comedy",Parasite,drama,Bong Joon-ho,5
Cynthia,48,"crime, fantasy",Gladiator,action,Ridley Scott,4
Cynthia,48,"crime, fantasy",Gladiator,action,Ridley Scott,5
Cynthia,48,"crime, fantasy",Interstellar,sci-fi,Christopher Nolan,2
Cynthia,48,"crime, fantasy",Mad Max: Fury Road,action,George Miller,3
Stacy,41,"drama, action",Shrek,animation,Andrew Adamson,4
Stacy,41,"drama, action",Superbad,comedy,Greg Mottola,1
Stacy,41,"drama, action",Joker,crime,Todd Phillips,3
Stacy,41,"drama, action",Superbad,comedy,Greg Mottola,5
Stacy,41,"drama, action",Gladiator,action,Ridley Scott,4
Stacy,41,"drama, action",Pulp Fiction,crime,Quentin Tarantino,3
Stacy,41,"drama, action",Get Out,horror,Jordan Peele,3
Stacy,41,"drama, action",The Matrix,sci-fi,The Wachowskis,1
Valerie,22,"crime, animation",Shrek,animation,Andrew Adamson,3
Valerie,22,"crime, animation",Alien,horror,Ridley Scott,4
Valerie,22,"crime, animation",Se7en,thriller,David Fincher,2
Valerie,22,"crime, animation",The Notebook,romance,Nick Cassavetes,4
Valerie,22,"crime, animation",Parasite,drama,Bong Joon-ho,3
Valerie,22,"crime, animation",Gladiator,action,Ridley Scott,4
Valerie,22,"crime, animation",Titanic,romance,James Cameron,4
Shawn,18,"romance, fantasy",Interstellar,sci-fi,Christopher Nolan,5
Shawn,18,"romance, fantasy",The Dark Knight,action,Christopher Nolan,2
Shawn,18,"romance, fantasy",The Dark Knight,action,Christopher Nolan,4
Courtney,30,"drama, romance",Forrest Gump,drama,Robert Zemeckis,3
Courtney,30,"drama, romance",Alien,horror,Ridley Scott,1
Courtney,30,"drama, romance",Se7en,thriller,David Fincher,4
Courtney,30,"drama, romance",Parasite,drama,Bong Joon-ho,2
Courtney,30,"drama, romance",Mad Max: Fury Road,action,George Miller,5
Courtney,30,"drama, romance",John Wick,action,Chad Stahelski,1
Courtney,30,"drama, romance",Finding Nemo,animation,Andrew Stanton,4
Christopher,27,"horror, action",The Notebook,romance,Nick Cassavetes,3
Christopher,27,"horror, action",The Dark Knight,action,Christopher Nolan,2
Christopher,27,"horror, action",Inception,sci-fi,Christopher Nolan,2
Tonya,61,"drama, crime",Inception,sci-fi,Christopher Nolan,5
Tonya,61,"drama, crime",Gladiator,action,Ridley Scott,2
Tonya,61,"drama, crime",The Notebook,romance,Nick Cassavetes,2
Tonya,61,"drama, crime",Interstellar,sci-fi,Christopher Nolan,2
Tonya,61,"drama, crime",Pulp Fiction,crime,Quentin Tarantino,3
Tonya,61,"drama, crime",Titanic,romance,James Cameron,5
Tonya,61,"drama, crime",Inception,sci-fi,Christopher Nolan,3
Tonya,61,"drama, crime",Superbad,comedy,Greg Mottola,4
Louis,24,"action, sci-fi",The Notebook,romance,Nick Cassavetes,5
Louis,24,"action, sci-fi",John Wick,action,Chad Stahelski,2
Louis,24,"action, sci-fi",Shrek,animation,Andrew Adamson,5
Louis,24,"action, sci-fi",John Wick,action,Chad Stahelski,1
Louis,24,"action, sci-fi",John Wick,action,Chad Stahelski,3
Louis,24,"action, sci-fi",Finding Nemo,animation,Andrew Stanton,1
Louis,24,"action, sci-fi",Alien,horror,Ridley Scott,1
Christopher,56,"sci-fi, drama",Forrest Gump,drama,Robert Zemeckis,5
Christopher,56,"sci-fi, drama",Get Out,horror,Jordan Peele,3
Christopher,56,"sci-fi, drama",Titanic,romance,James Cameron,1
Jason,63,"comedy, fantasy",Interstellar,sci-fi,Christopher Nolan,3
Jason,63,"comedy, fantasy",Alien,horror,Ridley Scott,3
Jason,63,"comedy, fantasy",Superbad,comedy,Greg Mottola,3
Nicholas,27,"drama, horror",Parasite,drama,Bong Joon-ho,5
Nicholas,27,"drama, horror",Titanic,romance,James Cameron,5
Nicholas,27,"drama, horror",John Wick,action,Chad Stahelski,2
Nicholas,27,"drama, horror",John Wick,action,Chad Stahelski,3
Nicholas,27,"drama, horror",Forrest Gump,drama,Robert Zemeckis,2
Brent,54,"romance, sci-fi",The Notebook,romance,Nick Cassavetes,2
Brent,54,"romance, sci-fi",The Dark Knight,action,Christopher Nolan,2
Brent,54,"romance, sci-fi",Se7en,thriller,David Fincher,1
Brent,54,"romance, sci-fi",Toy Story,animation,John Lasseter,5
Brent,54,"romance, sci-fi",Superbad,comedy,Greg Mottola,1
Brent,54,"romance, sci-fi",Finding Nemo,animation,Andrew Stanton,5
George,23,"sci-fi, thriller",The Matrix,sci-fi,The Wachowskis,5
George,23,"sci-fi, thriller",Parasite,drama,Bong Joon-ho,2
George,23,"sci-fi, thriller",Interstellar,sci-fi,Christopher Nolan,5
George,23,"sci-fi, thriller",Titanic,romance,James Cameron,3
Kevin,34,"thriller, crime",Shrek,animation,Andrew Adamson,1
Kevin,34,"thriller, crime",The Matrix,sci-fi,The Wachowskis,2
Kevin,34,"thriller, crime",Superbad,comedy,Greg Mottola,3
Kevin,34,"thriller, crime",Se7en,thriller,David Fincher,5
Kevin,34,"thriller, crime",Alien,horror,Ridley Scott,4
Cynthia,34,"romance, animation",Finding Nemo,animation,Andrew Stanton,1
Cynthia,34,"romance, animation",Get Out,horror,Jordan Peele,1
Cynthia,34,"romance, animation",Get Out,horror,Jordan Peele,4
Cynthia,34,"romance, animation",The Notebook,romance,Nick Cassavetes,2
Cynthia,34,"romance, animation",Se7en,thriller,David Fincher,5
Cynthia,34,"romance, animation",The Matrix,sci-fi,The Wachowskis,4
Joseph,29,"thriller, comedy",The Dark Knight,action,Christopher Nolan,3
Joseph,29,"thriller, comedy",Gladiator,action,Ridley Scott,1
Joseph,29,"thriller, comedy",Parasite,drama,Bong Joon-ho,3
Joseph,29,"thriller, comedy",Se7en,thriller,David Fincher,2
Joseph,29,"thriller, comedy",Shrek,animation,Andrew Adamson,2
Joseph,29,"thriller, comedy",Joker,crime,Todd Phillips,1
Joseph,29,"thriller, comedy",Forrest Gump,drama,Robert Zemeckis,4
Joseph,29,"thriller, comedy",Inception,sci-fi,Christopher Nolan,4
Jennifer,32,"fantasy, crime",Mad Max: Fury Road,action,George Miller,1
Jennifer,32,"fantasy, crime",Toy Story,animation,John Lasseter,2
Jennifer,32,"fantasy, crime",John Wick,action,Chad Stahelski,1
Jordan,18,"animation, thriller",Parasite,drama,Bong Joon-ho,2
Jordan,18,"animation, thriller",Toy Story,animation,John Lasseter,3
Jordan,18,"animation, thriller",Superbad,comedy,Greg Mottola,2
Jordan,18,"animation, thriller",Mad Max: Fury Road,action,George Miller,5
Jordan,18,"animation, thriller",Titanic,romance,James Cameron,5
Willie,40,"horror, comedy",The Notebook,romance,Nick Cassavetes,5
Willie,40,"horror, comedy",The Dark Knight,action,Christopher Nolan,5
Willie,40,"horror, comedy",Pulp Fiction,crime,Quentin Tarantino,3
Willie,40,"horror, comedy",Titanic,romance,James Cameron,3
Willie,40,"horror, comedy",Joker,crime,Todd Phillips,3
Willie,40,"horror, comedy",Joker,crime,Todd Phillips,1
Katelyn,43,"animation, horror",Parasite,drama,Bong Joon-ho,5
Katelyn,43,"animation, horror",The Notebook,romance,Nick Cassavetes,3
Katelyn,43,"animation, horror",Se7en,thriller,David Fincher,2
Scott,60,"sci-fi, horror",Gladiator,action,Ridley Scott,2
Scott,60,"sci-fi, horror",Superbad,comedy,Greg Mottola,2
Scott,60,"sci-fi, horror",Forrest Gump,drama,Robert Zemeckis,1
Scott,60,"sci-fi, horror",Alien,horror,Ridley Scott,2
Scott,60,"sci-fi, horror",Se7en,thriller,David Fincher,5
Scott,60,"sci-fi, horror",John Wick,action,Chad Stahelski,1
Christopher,37,"horror, thriller",The Dark Knight,action,Christopher Nolan,5
Christopher,37,"horror, thriller",Superbad,comedy,Greg Mottola,5
Christopher,37,"horror, thriller",Se7en,thriller,David Fincher,3
Christopher,37,"horror, thriller",Toy Story,animation,John Lasseter,5
Christopher,37,"horror, thriller",Shrek,animation,Andrew Adamson,4
Christopher,37,"horror, thriller",The Matrix,sci-fi,The Wachowskis,5
Steven,31,"horror, action",Toy Story,animation,John Lasseter,4
Steven,31,"horror, action",Shrek,animation,Andrew Adamson,5
Steven,31,"horror, action",Se7en,thriller,David Fincher,2
Steven,31,"horror, action",The Notebook,romance,Nick Cassavetes,1
Steven,31,"horror, action",Se7en,thriller,David Fincher,1
Christine,32,"action, thriller",Se7en,thriller,David Fincher,5
Christine,32,"action, thriller",Gladiator,action,Ridley Scott,3
Christine,32,"action, thriller",Forrest Gump,drama,Robert Zemeckis,2
Christine,32,"action, thriller",The Dark Knight,action,Christopher Nolan,1
Bethany,31,"comedy, action",Toy Story,animation,John Lasseter,5
Bethany,31,"comedy, action",Inception,sci-fi,Christopher Nolan,5
Bethany,31,"comedy, action",Titanic,romance,James Cameron,1
Bethany,31,"comedy, action",Shrek,animation,Andrew Adamson,2
Bethany,31,"comedy, action",Parasite,drama,Bong Joon-ho,5
Bethany,31,"comedy, action",Titanic,romance,James Cameron,5
Amy,64,"horror, drama",Get Out,horror,Jordan Peele,4
Amy,64,"horror, drama",The Matrix,sci-fi,The Wachowskis,2
Amy,64,"horror, drama",Toy Story,animation,John Lasseter,2
Amy,64,"horror, drama",The Notebook,romance,Nick Cassavetes,1
Jennifer,32,"crime, fantasy",Get Out,horror,Jordan Peele,1
Jennifer,32,"crime, fantasy",Forrest Gump,drama,Robert Zemeckis,2
Jennifer,32,"crime, fantasy",Inception,sci-fi,Christopher Nolan,5
Jennifer,32,"crime, fantasy",Mad Max: Fury Road,action,George Miller,1
Jennifer,32,"crime, fantasy",The Matrix,sci-fi,The Wachowskis,2
Jennifer,32,"crime, fantasy",Gladiator,action,Ridley Scott,4
Jennifer,32,"crime, fantasy",Alien,horror,Ridley Scott,5
Robert,48,"animation, fantasy",Joker,crime,Todd Phillips,1
Robert,48,"animation, fantasy",Finding Nemo,animation,Andrew Stanton,1
Robert,48,"animation, fantasy",Shrek,animation,Andrew Adamson,1
Robert,48,"animation, fantasy",Parasite,drama,Bong Joon-ho,4
Robert,48,"animation, fantasy",Joker,crime,Todd Phillips,2
Robert,48,"animation, fantasy",Pulp Fiction,crime,Quentin Tarantino,1
Dawn,18,"thriller, animation",Superbad,comedy,Greg Mottola,4
Dawn,18,"thriller, animation",Parasite,drama,Bong Joon-ho,2
Dawn,18,"thriller, animation",Superbad,comedy,Greg Mottola,2
Dawn,18,"thriller, animation",Titanic,romance,James Cameron,2
Danielle,49,"horror, comedy",The Notebook,romance,Nick Cassavetes,5
Danielle,49,"horror, comedy",Shrek,animation,Andrew Adamson,5
Danielle,49,"horror, comedy",Se7en,thriller,David Fincher,2
Danielle,49,"horror, comedy",Pulp Fiction,crime,Quentin Tarantino,2
Danielle,49,"horror, comedy",Get Out,horror,Jordan Peele,4
Danielle,49,"horror, comedy",The Matrix,sci-fi,The Wachowskis,3
Brandon,29,"animation, comedy",Shrek,animation,Andrew Adamson,3
Brandon,29,"animation, comedy",Get Out,horror,Jordan Peele,1
Brandon,29,"animation, comedy",John Wick,action,Chad Stahelski,2
Brandon,29,"animation, comedy",John Wick,action,Chad Stahelski,2
Gregory,61,"horror, comedy",Finding Nemo,animation,Andrew Stanton,3
Gregory,61,"horror, comedy",Pulp Fiction,crime,Quentin Tarantino,5
Gregory,61,"horror, comedy",Mad Max: Fury Road,action,George Miller,2
Gregory,61,"horror, comedy",Se7en,thriller,David Fincher,5
Gregory,61,"horror, comedy",The Matrix,sci-fi,The Wachowskis,1
Gregory,61,"horror, comedy",The Notebook,romance,Nick Cassavetes,4
Gregory,61,"horror, comedy",Finding Nemo,animation,Andrew Stanton,2
Gregory,61,"horror, comedy",Pulp Fiction,crime,Quentin Tarantino,1
Lisa,46,"romance, drama",Pulp Fiction,crime,Quentin Tarantino,3
Lisa,46,"romance, drama",Titanic,romance,James Cameron,1
Lisa,46,"romance, drama",Shrek,animation,Andrew Adamson,2
Lisa,46,"romance, drama",Shrek,animation,Andrew Adamson,4
Lisa,46,"romance, drama",Interstellar,sci-fi,Christopher Nolan,3
Samuel,59,"animation, sci-fi",Inception,sci-fi,Christopher Nolan,4
Samuel,59,"animation, sci-fi",Toy Story,animation,John Lasseter,4
Samuel,59,"animation, sci-fi",Finding Nemo,animation,Andrew Stanton,4
Samuel,59,"animation, sci-fi",Titanic,romance,James Cameron,4
Teresa,38,"comedy, fantasy",Joker,crime,Todd Phillips,1
Teresa,38,"comedy, fantasy",Joker,crime,Todd Phillips,3
Teresa,38,"comedy, fantasy",Se7en,thriller,David Fincher,4
Teresa,38,"comedy, fantasy",Se7en,thriller,David Fincher,1
Susan,44,"animation, action",Forrest Gump,drama,Robert Zemeckis,1
Susan,44,"animation, action",Superbad,comedy,Greg Mottola,2
Susan,44,"animation, action",Finding Nemo,animation,Andrew Stanton,2
Susan,44,"animation, action",Mad Max: Fury Road,action,George Miller,3
Susan,44,"animation, action",Get Out,horror,Jordan Peele,3
Elizabeth,37,"romance, action",Get Out,horror,Jordan Peele,1
Elizabeth,37,"romance, action",Mad Max: Fury Road,action,George Miller,2
Elizabeth,37,"romance, action",Shrek,animation,Andrew Adamson,2
Elizabeth,37,"romance, action",John Wick,action,Chad Stahelski,4
Elizabeth,37,"romance, action",Interstellar,sci-fi,Christopher Nolan,1
Elizabeth,26,"drama, fantasy",Superbad,comedy,Greg Mottola,2
Elizabeth,26,"drama, fantasy",Toy Story,animation,John Lasseter,5
Elizabeth,26,"drama, fantasy",Gladiator,action,Ridley Scott,4
Elizabeth,26,"drama, fantasy",Alien,horror,Ridley Scott,3
Elizabeth,26,"drama, fantasy",Alien,horror,Ridley Scott,5
Elizabeth,26,"drama, fantasy",The Dark Knight,action,Christopher Nolan,2
Elizabeth,26,"drama, fantasy",Toy Story,animation,John Lasseter,3
Elizabeth,26,"drama, fantasy",Superbad,comedy,Greg Mottola,2
Maria,28,"sci-fi, comedy",Joker,crime,Todd Phillips,4
Maria,28,"sci-fi, comedy",Se7en,thriller,David Fincher,4
Maria,28,"sci-fi, comedy",John Wick,action,Chad Stahelski,4
Maria,28,"sci-fi, comedy",Shrek,animation,Andrew Adamson,2
Maria,28,"sci-fi, comedy",Toy Story,animation,John Lasseter,4
Maria,28,"sci-fi, comedy",Alien,horror,Ridley Scott,2
Stephen,31,"animation, action",Pulp Fiction,crime,Quentin Tarantino,3
Stephen,31,"animation, action",Alien,horror,Ridley Scott,2
Stephen,31,"animation, action",Get Out,horror,Jordan Peele,1
Stephen,31,"animation, action",Shrek,animation,Andrew Adamson,2
Stephen,31,"animation, action",The Notebook,romance,Nick Cassavetes,5
Richard,32,"fantasy, animation",Forrest Gump,drama,Robert Zemeckis,5
Richard,32,"fantasy, animation",Joker,crime,Todd Phillips,5
Richard,32,"fantasy, animation",John Wick,action,Chad Stahelski,4
Richard,32,"fantasy, animation",The Notebook,romance,Nick Cassavetes,2
Richard,32,"fantasy, animation",Interstellar,sci-fi,Christopher Nolan,3
Michelle,52,"animation, horror",Finding Nemo,animation,Andrew Stanton,5
Michelle,52,"animation, horror",Interstellar,sci-fi,Christopher Nolan,4
Michelle,52,"animation, horror",Pulp Fiction,crime,Quentin Tarantino,3
Michelle,52,"animation, horror",Finding Nemo,animation,Andrew Stanton,2
Amanda,39,"sci-fi, crime",Mad Max: Fury Road,action,George Miller,2
Amanda,39,"sci-fi, crime",Gladiator,action,Ridley Scott,5
Amanda,39,"sci-fi, crime",Gladiator,action,Ridley Scott,2
Amanda,39,"sci-fi, crime",Parasite,drama,Bong Joon-ho,2
Amanda,39,"sci-fi, crime",Mad Max: Fury Road,action,George Miller,4
Amanda,39,"sci-fi, crime",The Matrix,sci-fi,The Wachowskis,1
Amanda,39,"sci-fi, crime",Mad Max: Fury Road,action,George Miller,2
Teresa,60,"action, crime",Pulp Fiction,crime,Quentin Tarantino,1
Teresa,60,"action, crime",The Dark Knight,action,Christopher Nolan,2
Teresa,60,"action, crime",Get Out,horror,Jordan Peele,1
Teresa,60,"action, crime",Toy Story,animation,John Lasseter,2
Teresa,60,"action, crime",Parasite,drama,Bong Joon-ho,5
Philip,28,"animation, thriller",Se7en,thriller,David Fincher,2
Philip,28,"animation, thriller",Se7en,thriller,David Fincher,3
Philip,28,"animation, thriller",Parasite,drama,Bong Joon-ho,5
Philip,28,"animation, thriller",Alien,horror,Ridley Scott,1
Daniel,32,"drama, romance",John Wick,action,Chad Stahelski,5
Daniel,32,"drama, romance",Gladiator,action,Ridley Scott,5
Daniel,32,"drama, romance",The Matrix,sci-fi,The Wachowskis,1
Daniel,32,"drama, romance",Se7en,thriller,David Fincher,5
Daniel,32,"drama, romance",Parasite,drama,Bong Joon-ho,2
Zachary,34,"fantasy, romance",The Matrix,sci-fi,The Wachowskis,2
Zachary,34,"fantasy, romance",Shrek,animation,Andrew Adamson,5
Zachary,34,"fantasy, romance",Shrek,animation,Andrew Adamson,5
Zachary,34,"fantasy, romance",Titanic,romance,James Cameron,3
Zachary,34,"fantasy, romance",Pulp Fiction,crime,Quentin Tarantino,2
Zachary,34,"fantasy, romance",The Dark Knight,action,Christopher Nolan,5
Joshua,44,"animation, romance",Alien,horror,Ridley Scott,4
Joshua,44,"animation, romance",Superbad,comedy,Greg Mottola,4
Joshua,44,"animation, romance",Pulp Fiction,crime,Quentin Tarantino,1
Joshua,44,"animation, romance",Pulp Fiction,crime,Quentin Tarantino,3
Joshua,44,"animation, romance",Joker,crime,Todd Phillips,2
Katrina,33,"crime, animation",Mad Max: Fury Road,action,George Miller,1
Katrina,33,"crime, animation",Get Out,horror,Jordan Peele,2
Katrina,33,"crime, animation",Shrek,animation,Andrew Adamson,2
Katrina,33,"crime, animation",Alien,horror,Ridley Scott,3
Katrina,33,"crime, animation",Interstellar,sci-fi,Christopher Nolan,5
Katrina,33,"crime, animation",Mad Max: Fury Road,action,George Miller,2
Katrina,33,"crime, animation",Gladiator,action,Ridley Scott,3
Sheri,47,"drama, thriller",The Notebook,romance,Nick Cassavetes,3
Sheri,47,"drama, thriller",Parasite,drama,Bong Joon-ho,1
Sheri,47,"drama, thriller",Pulp Fiction,crime,Quentin Tarantino,1
Sheri,47,"drama, thriller",Parasite,drama,Bong Joon-ho,1
Sheri,47,"drama, thriller",Titanic,romance,James Cameron,4
Sheri,47,"drama, thriller",Superbad,comedy,Greg Mottola,1
Thomas,20,"sci-fi, comedy",Superbad,comedy,Greg Mottola,3
Thomas,20,"sci-fi, comedy",Joker,crime,Todd Phillips,5
Thomas,20,"sci-fi, comedy",John Wick,action,Chad Stahelski,2
Thomas,20,"sci-fi, comedy",Gladiator,action,Ridley Scott,5
Thomas,20,"sci-fi, comedy",Forrest Gump,drama,Robert Zemeckis,4
Shelia,25,"comedy, thriller",Pulp Fiction,crime,Quentin Tarantino,5
Shelia,25,"comedy, thriller",Titanic,romance,James Cameron,4
Shelia,25,"comedy, thriller",Finding Nemo,animation,Andrew Stanton,4
Shelia,25,"comedy, thriller",Joker,crime,Todd Phillips,4
Shelia,25,"comedy, thriller",Mad Max: Fury Road,action,George Miller,1
Shelia,25,"comedy, thriller",Titanic,romance,James Cameron,4
Cathy,49,"sci-fi, drama",Get Out,horror,Jordan Peele,4
Cathy,49,"sci-fi, drama",Interstellar,sci-fi,Christopher Nolan,1
Cathy,49,"sci-fi, drama",The Matrix,sci-fi,The Wachowskis,2
Cathy,49,"sci-fi, drama",Shrek,animation,Andrew Adamson,3
Cathy,49,"sci-fi, drama",Shrek,animation,Andrew Adamson,1
Cathy,49,"sci-fi, drama",Inception,sci-fi,Christopher Nolan,4
Cathy,49,"sci-fi, drama",Titanic,romance,James Cameron,3
Cathy,49,"sci-fi, drama",Alien,horror,Ridley Scott,2
Kevin,59,"romance, sci-fi",Parasite,drama,Bong Joon-ho,2
Kevin,59,"romance, sci-fi",The Matrix,sci-fi,The Wachowskis,2
Kevin,59,"romance, sci-fi",Shrek,animation,Andrew Adamson,3
Kevin,59,"romance, sci-fi",Parasite,drama,Bong Joon-ho,1
Kevin,59,"romance, sci-fi",Gladiator,action,Ridley Scott,3
Kevin,59,"romance, sci-fi",Joker,crime,Todd Phillips,4
Kevin,59,"romance, sci-fi",Shrek,animation,Andrew Adamson,4
Dawn,29,"horror, crime",The Notebook,romance,Nick Cassavetes,3
Dawn,29,"horror, crime",Parasite,drama,Bong Joon-ho,1
Dawn,29,"horror, crime",John Wick,action,Chad Stahelski,3
Dawn,29,"horror, crime",Mad Max: Fury Road,action,George Miller,3
Dawn,29,"horror, crime",Titanic,romance,James Cameron,4
Dawn,29,"horror, crime",Gladiator,action,Ridley Scott,5
Andrew,60,"fantasy, comedy",Forrest Gump,drama,Robert Zemeckis,2
Andrew,60,"fantasy, comedy",Inception,sci-fi,Christopher Nolan,1
Andrew,60,"fantasy, comedy",Joker,crime,Todd Phillips,4
Andrew,60,"fantasy, comedy",Parasite,drama,Bong Joon-ho,5
Andrew,60,"fantasy, comedy",Parasite,drama,Bong Joon-ho,3
Andrew,60,"fantasy, comedy",Mad Max: Fury Road,action,George Miller,2
Andrew,60,"fantasy, comedy",Titanic,romance,James Cameron,1
John,59,"romance, thriller",Forrest Gump,drama,Robert Zemeckis,4
John,59,"romance, thriller",The Matrix,sci-fi,The Wachowskis,4
John,59,"romance, thriller",The Notebook,romance,Nick Cassavetes,5
John,59,"romance, thriller",Joker,crime,Todd Phillips,1
John,59,"romance, thriller",Titanic,romance,James Cameron,3
John,59,"romance, thriller",Get Out,horror,Jordan Peele,1
John,59,"romance, thriller",Mad Max: Fury Road,action,George Miller,3
John,59,"romance, thriller",Get Out,horror,Jordan Peele,4
Trevor,45,"action, fantasy",Parasite,drama,Bong Joon-ho,1
Trevor,45,"action, fantasy",The Matrix,sci-fi,The Wachowskis,5
Trevor,45,"action, fantasy",Get Out,horror,Jordan Peele,2
Trevor,45,"action, fantasy",Forrest Gump,drama,Robert Zemeckis,2
Trevor,45,"action, fantasy",Parasite,drama,Bong Joon-ho,2
Trevor,45,"action, fantasy",Get Out,horror,Jordan Peele,1
Candace,59,"drama, comedy",Finding Nemo,animation,Andrew Stanton,3
Candace,59,"drama, comedy",Finding Nemo,animation,Andrew Stanton,3
Candace,59,"drama, comedy",Mad Max: Fury Road,action,George Miller,2
Candace,59,"drama, comedy",Get Out,horror,Jordan Peele,2
Candace,59,"drama, comedy",Parasite,drama,Bong Joon-ho,4
Candace,59,"drama, comedy",Interstellar,sci-fi,Christopher Nolan,3
Matthew,43,"crime, animation",Gladiator,action,Ridley Scott,5
Matthew,43,"crime, animation",Interstellar,sci-fi,Christopher Nolan,4
Matthew,43,"crime, animation",Parasite,drama,Bong Joon-ho,5
Brandon,32,"action, thriller",Gladiator,action,Ridley Scott,4
Brandon,32,"action, thriller",The Dark Knight,action,Christopher Nolan,1
Brandon,32,"action, thriller",Mad Max: Fury Road,action,George Miller,1
Brandon,32,"action, thriller",Interstellar,sci-fi,Christopher Nolan,3
Brandon,32,"action, thriller",John Wick,action,Chad Stahelski,4
Brandon,32,"action, thriller",John Wick,action,Chad Stahelski,2
Brandon,32,"action, thriller",Get Out,horror,Jordan Peele,1
David,20,"drama, crime",Superbad,comedy,Greg Mottola,2
David,20,"drama, crime",The Dark Knight,action,Christopher Nolan,3
David,20,"drama, crime",Shrek,animation,Andrew Adamson,5
Kathryn,42,"thriller, horror",Get Out,horror,Jordan Peele,3
Kathryn,42,"thriller, horror",Toy Story,animation,John Lasseter,1
Kathryn,42,"thriller, horror",Joker,crime,Todd Phillips,5
Kathryn,42,"thriller, horror",Inception,sci-fi,Christopher Nolan,1
Kathryn,42,"thriller, horror",Parasite,drama,Bong Joon-ho,1
Marisa,53,"thriller, fantasy",Inception,sci-fi,Christopher Nolan,5
Marisa,53,"thriller, fantasy",Pulp Fiction,crime,Quentin Tarantino,5
Marisa,53,"thriller, fantasy",Pulp Fiction,crime,Quentin Tarantino,4
Marisa,53,"thriller, fantasy",Inception,sci-fi,Christopher Nolan,4
Marisa,53,"thriller, fantasy",Inception,sci-fi,Christopher Nolan,5
Marisa,53,"thriller, fantasy",Toy Story,animation,John Lasseter,1
Marisa,53,"thriller, fantasy",Mad Max: Fury Road,action,George Miller,1
Mary,63,"thriller, drama",Superbad,comedy,Greg Mottola,2
Mary,63,"thriller, drama",Joker,crime,Todd Phillips,2
Mary,63,"thriller, drama",Pulp Fiction,crime,Quentin Tarantino,3
Mary,63,"thriller, drama",Interstellar,sci-fi,Christopher Nolan,5
Mary,63,"thriller, drama",Inception,sci-fi,Christopher Nolan,3
Mary,63,"thriller, drama",Mad Max: Fury Road,action,George Miller,5
Mary,63,"thriller, drama",Toy Story,animation,John Lasseter,2
Mary,63,"thriller, drama",Titanic,romance,James Cameron,2
William,49,"crime, drama",Toy Story,animation,John Lasseter,4
William,49,"crime, drama",Titanic,romance,James Cameron,4
William,49,"crime, drama",Shrek,animation,Andrew Adamson,5
William,49,"crime, drama",Toy Story,animation,John Lasseter,3
William,49,"crime, drama",The Matrix,sci-fi,The Wachowskis,3
William,49,"crime, drama",The Matrix,sci-fi,The Wachowskis,3
William,49,"crime, drama",Alien,horror,Ridley Scott,3
William,49,"crime, drama",Inception,sci-fi,Christopher Nolan,1
Jeremy,55,"thriller, drama",Titanic,romance,James Cameron,1
Jeremy,55,"thriller, drama",Se7en,thriller,David Fincher,1
Jeremy,55,"thriller, drama",Titanic,romance,James Cameron,3
Jeremy,55,"thriller, drama",Joker,crime,Todd Phillips,5
Sean,27,"romance, thriller",The Notebook,romance,Nick Cassavetes,1
Sean,27,"romance, thriller",Parasite,drama,Bong Joon-ho,1
Sean,27,"romance, thriller",Joker,crime,Todd Phillips,2
Sean,27,"romance, thriller",Gladiator,action,Ridley Scott,1
Sean,27,"romance, thriller",The Dark Knight,action,Christopher Nolan,2
Sean,27,"romance, thriller",Superbad,comedy,Greg Mottola,5
Austin,20,"drama, horror",The Notebook,romance,Nick Cassavetes,5
Austin,20,"drama, horror",The Matrix,sci-fi,The Wachowskis,3
Austin,20,"drama, horror",Se7en,thriller,David Fincher,4
Holly,47,"horror, comedy",The Dark Knight,action,Christopher Nolan,3
Holly,47,"horror, comedy",Pulp Fiction,crime,Quentin Tarantino,2
Holly,47,"horror, comedy",Parasite,drama,Bong Joon-ho,5
Holly,47,"horror, comedy",Superbad,comedy,Greg Mottola,2
Emily,54,"animation, horror",Mad Max: Fury Road,action,George Miller,2
Emily,54,"animation, horror",Parasite,drama,Bong Joon-ho,5
Emily,54,"animation, horror",Inception,sci-fi,Christopher Nolan,1
Emily,54,"animation, horror",The Dark Knight,action,Christopher Nolan,2
David,62,"romance, fantasy",Alien,horror,Ridley Scott,2
David,62,"romance, fantasy",Get Out,horror,Jordan Peele,2
David,62,"romance, fantasy",John Wick,action,Chad Stahelski,5
David,62,"romance, fantasy",The Dark Knight,action,Christopher Nolan,2
David,62,"romance, fantasy",Inception,sci-fi,Christopher Nolan,4
David,62,"romance, fantasy",Interstellar,sci-fi,Christopher Nolan,4
David,62,"romance, fantasy",The Notebook,romance,Nick Cassavetes,2
Victor,53,"drama, thriller",The Dark Knight,action,Christopher Nolan,4
Victor,53,"drama, thriller",Titanic,romance,James Cameron,3
Victor,53,"drama, thriller",Toy Story,animation,John Lasseter,3
Victor,53,"drama, thriller",Pulp Fiction,crime,Quentin Tarantino,1
Victor,53,"drama, thriller",Get Out,horror,Jordan Peele,1
Victor,53,"drama, thriller",Interstellar,sci-fi,Christopher Nolan,5
Susan,22,"romance, thriller",Joker,crime,Todd Phillips,4
Susan,22,"romance, thriller",Alien,horror,Ridley Scott,1
Susan,22,"romance, thriller",The Dark Knight,action,Christopher Nolan,2
Richard,50,"animation, action",Parasite,drama,Bong Joon-ho,2
